version 4841
stamp 2022-02-28T19:09:25.840102+0000
last_osdmap_epoch 0
last_pg_scan 0
PG_STAT  OBJECTS  MISSING_ON_PRIMARY  DEGRADED  MISPLACED  UNFOUND  BYTES     OMAP_BYTES*  OMAP_KEYS*  LOG  DISK_LOG  STATE              STATE_STAMP                      VERSION  REPORTED  UP             UP_PRIMARY  ACTING         ACTING_PRIMARY  LAST_SCRUB  SCRUB_STAMP                      LAST_DEEP_SCRUB  DEEP_SCRUB_STAMP                 SNAPTRIMQ_LEN
12.a           0                   0         0          0        0         0            0           0    0         0  active+undersized  2022-02-28T19:08:45.815289+0000      0'0    557:24     [19,20,11]          19     [19,20,11]              19         0'0  2022-02-28T19:08:08.312889+0000              0'0  2022-02-28T19:08:08.312889+0000              0
9.f            6                   0         0          0        0  25165824            0           0   23        23       active+clean  2022-02-28T19:04:19.091789+0000   279'23    556:67     [19,12,18]          19     [19,12,18]              19      279'23  2022-02-28T16:37:28.992293+0000              0'0  2022-02-23T18:14:54.888933+0000              0
8.e            1                   0         0          0        0         0            0           0    2         2       active+clean  2022-02-28T19:03:07.957054+0000    266'2   556:223     [21,13,20]          21     [21,13,20]              21       266'2  2022-02-28T16:36:42.951155+0000              0'0  2022-02-23T18:14:53.864535+0000              0
7.1            0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:04:10.260100+0000      0'0    556:62     [18,10,21]          18     [18,10,21]              18         0'0  2022-02-28T16:40:50.818505+0000              0'0  2022-02-24T18:39:46.640482+0000              0
6.0            0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:04:10.440804+0000      0'0    556:32     [10,12,20]          10     [10,12,20]              10         0'0  2022-02-28T16:32:18.870807+0000              0'0  2022-02-23T17:14:19.618385+0000              0
4.2            0                   0         0          0        0         0            0           0    1         1       active+clean  2022-02-28T19:04:10.324553+0000    482'1   556:340      [12,6,11]          12      [12,6,11]              12       482'1  2022-02-28T16:45:42.799850+0000              0'0  2022-02-24T20:15:30.318766+0000              0
3.5            0                   0         0          0        0         0            0           0    8         8       active+clean  2022-02-28T19:04:11.175899+0000    482'8   556:358   [19,8,20,11]          19   [19,8,20,11]              19       482'8  2022-02-28T16:40:38.802951+0000              0'0  2022-02-23T17:08:27.538171+0000              0
2.4            0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:04:08.965846+0000      0'0   556:531       [9,10,7]           9       [9,10,7]               9         0'0  2022-02-28T16:32:45.010069+0000              0'0  2022-02-22T17:25:40.803689+0000              0
5.3            0                   0         0          0        0         0            0           0    1         1       active+clean  2022-02-28T19:04:09.163200+0000    482'1   556:331      [9,10,21]           9      [9,10,21]               9       482'1  2022-02-28T16:36:10.993421+0000            482'1  2022-02-28T16:36:10.993421+0000              0
12.1           0                   0         0          0        0         0            0           0    0         0  active+undersized  2022-02-28T19:08:45.753773+0000      0'0    557:24     [19,20,11]          19     [19,20,11]              19         0'0  2022-02-28T19:08:08.312889+0000              0'0  2022-02-28T19:08:08.312889+0000              0
9.4            3                   0         0          0        0  12582912            0           0   16        16       active+clean  2022-02-28T19:04:22.534568+0000   279'16    556:67      [7,20,10]           7      [7,20,10]               7      279'16  2022-02-28T16:31:43.840247+0000              0'0  2022-02-23T18:14:54.888933+0000              0
8.5            0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:07.361817+0000      0'0   556:260       [8,2,21]           8       [8,2,21]               8         0'0  2022-02-28T16:37:18.210976+0000              0'0  2022-02-28T16:37:18.210976+0000              0
7.a            0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:20.723378+0000      0'0    556:38       [6,2,12]           6       [6,2,12]               6         0'0  2022-02-28T16:32:55.889440+0000              0'0  2022-02-23T17:15:16.707935+0000              0
6.b            1                   0         0          0        0         0            0           0    1         1       active+clean  2022-02-28T19:04:17.645654+0000    261'1    556:36     [11,20,12]          11     [11,20,12]              11       261'1  2022-02-28T16:38:16.945828+0000              0'0  2022-02-23T17:14:19.618385+0000              0
4.9            0                   0         0          0        0         0            0           0    1         1       active+clean  2022-02-28T19:04:11.621055+0000    482'1    556:32      [11,20,1]          11      [11,20,1]              11       482'1  2022-02-28T16:33:06.996614+0000              0'0  2022-02-23T17:10:21.806214+0000              0
3.e            0                   0         0          0        0         0            0           0    5         5       active+clean  2022-02-28T19:03:20.940920+0000    482'5    556:56    [18,6,19,8]          18    [18,6,19,8]              18       482'5  2022-02-28T16:39:41.778592+0000            482'5  2022-02-28T16:39:41.778592+0000              0
2.f            1                   0         0          0        0        22            0           0    1         1       active+clean  2022-02-28T19:04:08.997157+0000    260'1    556:60       [6,10,4]           6       [6,10,4]               6       260'1  2022-02-28T16:36:53.804278+0000              0'0  2022-02-22T17:25:40.803689+0000              0
5.8            0                   0         0          0        0         0            0           0    2         2       active+clean  2022-02-28T19:04:11.003816+0000    482'2    556:32       [11,8,7]          11       [11,8,7]              11       482'2  2022-02-28T16:35:19.385460+0000              0'0  2022-02-23T17:13:31.371583+0000              0
